"timestamp","vmId","cpu_est","ram_est","cpu_real","ram_real","cpu_hard_est","ram_hard_est","numberRunningCloudlets"
"14.699999999999964","0","1.0","4096.0","1.0","0.0","1.0","4096.0","0"
"14.699999999999964","1","1.0","8012.0","1.0","0.0","1.0","8012.0","0"
"14.699999999999964","2","1.0","4096.0","1.0","0.0","1.0","4096.0","0"
"14.699999999999964","3","1.0","4096.0","1.0","0.0","1.0","4096.0","0"
"14.699999999999964","4","1.0","8012.0","1.0","0.0","1.0","8012.0","0"
"14.699999999999964","5","1.0","12288.0","1.0","0.0","1.0","12288.0","0"
"14.699999999999964","6","1.0","12288.0","1.0","0.0","1.0","12288.0","0"
"14.699999999999964","7","1.0","12288.0","1.0","0.0","1.0","12288.0","0"
"14.699999999999964","8","1.0","4096.0","1.0","0.0","1.0","4096.0","0"
"14.699999999999964","9","1.0","8012.0","1.0","0.0","1.0","8012.0","0"
"22.235775546272187","0","1.0","4096.0","0.5027334554574578","99.0","1.0","4096.0","0"
"22.235775546272187","1","1.0","8012.0","0.975","0.0","1.0","8012.0","0"
"22.235775546272187","2","1.0","4096.0","0.99","0.0","1.0","4096.0","0"
"22.235775546272187","3","1.0","4096.0","0.5024828842825089","106.0","1.0","4096.0","0"
"22.235775546272187","4","1.0","8012.0","0.6924136331160735","90.0","1.0","8012.0","0"
"22.235775546272187","5","1.0","12288.0","0.965","0.0","1.0","12288.0","0"
"22.235775546272187","6","1.0","12288.0","1.0","12.0","1.0","12288.0","0"
"22.235775546272187","7","1.0","12288.0","0.965","0.0","1.0","12288.0","0"
"22.235775546272187","8","1.0","4096.0","0.99","0.0","1.0","4096.0","0"
"22.235775546272187","9","1.0","8012.0","0.965","0.0","1.0","8012.0","0"
"36.79833136237518","0","0.9999999999995203","4095.999999995844","0.9992043945935096","13.0","0.9992043945935096","4089.107682172381","1"
"36.79833136237518","1","1.0","8012.0","0.975","0.0","0.975","8011.675","1"
"36.79833136237518","2","1.0","4096.0","0.99","0.0","0.99","4095.88","1"
"36.79833136237518","3","0.9999999999804821","4095.999999993445","1.0","10.0","0.502482884282509","4041.434131076596","7"
"36.79833136237518","4","0.9999999999723339","8011.999999993301","1.0","14.0","0.6924136331160735","7965.355799447979","6"
"36.79833136237518","5","1.0","12288.0","0.965","0.0","0.965","12287.58","1"
"36.79833136237518","6","1.0","12288.0","1.0","12.0","1.0","12288.0","0"
"36.79833136237518","7","1.0","12288.0","0.965","0.0","0.965","12287.745","1"
"36.79833136237518","8","1.0","4096.0","0.99","0.0","0.99","4095.66","1"
"36.79833136237518","9","0.999999999995253","8011.999999999972","0.965","0.0","0.965","8011.79","1"
"43.15183136237515","0","0.9999999999995202","4095.999999995843","0.5010572185173399","83.0","0.9992043945935096","4089.107682172381","1"
"43.15183136237515","1","1.0","8012.0","0.935","0.0","0.975","8011.675","1"
"43.15183136237515","2","1.0","4096.0","0.9299999999999999","0.0","0.99","4095.88","1"
"43.15183136237515","3","1.0","4096.0","0.5038825692317181","83.0","1.0","4096.0","0"
"43.15183136237515","4","1.0","8012.0","0.508263529889228","95.0","1.0","8012.0","0"
"43.15183136237515","5","1.0","12288.0","0.915","0.0","0.965","12287.58","1"
"43.15183136237515","6","1.0","12288.0","1.0","14.0","1.0","12288.0","0"
"43.15183136237515","7","1.0","12288.0","0.92","0.0","0.965","12287.745","1"
"43.15183136237515","8","1.0","4096.0","0.925","0.0","0.99","4095.66","1"
"43.15183136237515","9","0.999999999995252","8011.999999999972","0.4910566761275653","145.0","0.965","8011.79","1"
"52.3918313623751","0","0.99999999999952","4095.9999999958427","0.9992043945935096","13.0","0.9992043945935096","4089.107682172381","1"
"52.3918313623751","1","1.0","8012.0","0.935","0.0","0.9349999999999999","8011.515","2"
"52.3918313623751","2","1.0","4096.0","0.9299999999999999","0.0","0.9299999999999999","4095.1549999999997","3"
"52.3918313623751","3","1.0","4096.0","1.0","33.0","1.0","4096.0","0"
"52.3918313623751","4","1.0","8012.0","1.0","15.0","1.0","8012.0","0"
"52.3918313623751","5","1.0","12288.0","0.915","0.0","0.9149999999999999","12287.06","3"
"52.3918313623751","6","1.0","12288.0","1.0","14.0","1.0","12288.0","0"
"52.3918313623751","7","1.0","12288.0","0.92","0.0","0.9199999999999999","12286.895","3"
"52.3918313623751","8","1.0","4096.0","0.925","0.0","0.9249999999999999","4095.0499999999997","3"
"52.3918313623751","9","0.9999999999092277","8011.9999999821985","0.5939090634479511","145.0","0.4910566761275655","7937.518510331224","11"
"62.28033136237505","0","0.9999999999990083","4095.999999994677","0.9992043945935096","13.0","0.5224791221410815","4059.8817653966253","4"
"62.28033136237505","1","1.0","8012.0","0.7372154638066786","73.0","0.7372154638066787","7974.710293110874","6"
"62.28033136237505","2","1.0","4096.0","0.88","0.0","0.8799999999999999","4095.0299999999997","4"
"62.28033136237505","3","0.9999999999980244","4095.999999999846","1.0","37.0","0.5031848862327727","4055.665734240241","4"
"62.28033136237505","4","0.9999999999923886","8011.999999998989","1.0","20.0","0.5171417123177832","7964.856813025682","5"
"62.28033136237505","5","1.0","12288.0","0.87","0.0","0.8699999999999999","12286.189999999999","6"
"62.28033136237505","6","1.0","12288.0","1.0","63.0","1.0","12288.0","0"
"62.28033136237505","7","1.0","12288.0","0.875","0.0","0.8749999999999999","12286.695","4"
"62.28033136237505","8","1.0","4096.0","0.88","0.0","0.8799999999999999","4094.7599999999998","4"
"62.28033136237505","9","0.9999999999674342","8011.9999999938045","0.46399248070858434","103.0","0.4639924807085844","7958.228995903626","8"
