"CloudletID","Priority","Status","vmID","vmSize","vmMIPS","cloudletSize","waitingTimeSeconds","cloudletLength","cpuRequest","memoryRequest","cloudletCPUCores","StartTime","finishTime","exeTime"
"0","0","SUCCESS","2","32768","1000.0","0","0.0","1365","0.2620119832070593","17.48425372068434","2","29.000000000000142","56.00767028030845","27.00767028030831"
"1","0","SUCCESS","4","32768","2000.0","0","0.0","1228","0.23613193813505545","13.973251222125178","2","29.000000000000142","42.29899382363502","13.29899382363488"
"2","0","SUCCESS","4","32768","2000.0","0","0.0","588","0.10522211567115661","21.427555039530684","2","29.000000000000142","43.06899382363502","14.068993823634877"
"3","0","SUCCESS","0","32768","2000.0","0","0.0","1292","0.24718246854684453","18.18824758573826","2","29.000000000000142","42.40899382363502","13.40899382363488"
"4","0","SUCCESS","9","32768","2000.0","0","0.0","976","0.18559777936734784","14.433959279281662","2","29.000000000000142","42.40899382363502","13.40899382363488"
"6","0","SUCCESS","9","32768","2000.0","0","0.0","585","0.10700357062395924","15.16713615512782","2","29.000000000000142","42.84899382363502","13.848993823634878"
"8","0","SUCCESS","8","32768","1000.0","0","0.0","1345","0.25723201964410863","19.547706534622787","2","29.000000000000142","56.00767028030845","27.00767028030831"
"10","0","SUCCESS","9","32768","2000.0","0","0.0","1436","0.27640984510238026","17.220568070750115","2","29.000000000000142","42.18899382363502","13.188993823634881"
"11","0","SUCCESS","3","32768","2000.0","0","0.0","1311","0.25260309953386845","14.419264555668084","2","29.000000000000142","42.18899382363502","13.188993823634881"
"12","0","SUCCESS","1","32768","1000.0","0","0.0","1121","0.21304184304172527","18.38072885857282","2","29.000000000000142","58.75767028030844","29.757670280308297"
"13","0","SUCCESS","8","32768","1000.0","0","0.0","1371","0.26441319629683285","14.81933629222363","2","29.000000000000142","55.89767028030845","26.89767028030831"
"15","0","SUCCESS","6","32768","4000.0","0","0.0","1691","0.3232321921871707","27.707548311990486","2","29.000000000000142","35.581494257406554","6.581494257406412"
"16","0","SUCCESS","4","32768","2000.0","0","0.0","322","0.05463737587041627","14.784523769119224","2","29.000000000000142","43.39899382363502","14.398993823634875"
"17","0","SUCCESS","8","32768","1000.0","0","0.0","514","0.09406716921725713","12.068219821190835","2","29.000000000000142","56.77767028030845","27.777670280308307"
"18","0","SUCCESS","7","32768","1000.0","0","0.0","970","0.18302208918585697","17.76565555705281","2","29.000000000000142","56.00767028030845","27.00767028030831"
"19","0","SUCCESS","4","32768","2000.0","0","0.0","844","0.1583522156946349","16.18349852393342","2","29.000000000000142","42.73899382363502","13.738993823634878"
"21","0","SUCCESS","4","32768","2000.0","0","0.0","578","0.10725228343854157","11.348000821578106","2","29.000000000000142","42.84899382363502","13.848993823634878"
"22","0","SUCCESS","0","32768","2000.0","0","0.0","900","0.17081047071717262","13.246476725351929","2","29.000000000000142","42.51899382363502","13.51899382363488"
