"CloudletID","Priority","Status","vmID","vmSize","vmMIPS","cloudletSize","waitingTimeSeconds","cloudletLength","cpuRequest","memoryRequest","cloudletCPUCores","StartTime","finishTime","exeTime"
"0","0","SUCCESS","0","32768","2000.0","0","0.0","1365","0.2620119832070593","17.48425372068434","2","29.000000000000142","43.60658621452421","14.606586214524064"
"1","0","SUCCESS","1","32768","1000.0","0","0.0","1228","0.23613193813505545","13.973251222125178","2","29.000000000000142","55.66072541237694","26.6607254123768"
"2","0","SUCCESS","2","32768","1000.0","0","0.0","588","0.10522211567115661","21.427555039530684","2","29.000000000000142","57.75072541237693","28.750725412376788"
"3","0","SUCCESS","3","32768","2000.0","0","0.0","1292","0.24718246854684453","18.18824758573826","2","29.000000000000142","42.28658621452421","13.286586214524071"
"4","0","SUCCESS","4","32768","2000.0","0","0.0","976","0.18559777936734784","14.433959279281662","2","29.000000000000142","42.39658621452421","13.39658621452407"
"6","0","SUCCESS","6","32768","4000.0","0","0.0","585","0.10700357062395924","15.16713615512782","2","29.000000000000142","35.97463861271042","6.9746386127102795"
"8","0","SUCCESS","8","32768","1000.0","0","0.0","1345","0.25723201964410863","19.547706534622787","2","29.000000000000142","56.32072541237694","27.320725412376795"
"10","0","SUCCESS","0","32768","2000.0","0","0.0","1436","0.27640984510238026","17.220568070750115","2","29.000000000000142","43.49658621452421","14.496586214524065"
"11","0","SUCCESS","1","32768","1000.0","0","0.0","1311","0.25260309953386845","14.419264555668084","2","29.000000000000142","56.10072541237694","27.100725412376796"
"12","0","SUCCESS","2","32768","1000.0","0","0.0","1121","0.21304184304172527","18.38072885857282","2","29.000000000000142","56.870725412376935","27.870725412376792"
"13","0","SUCCESS","3","32768","2000.0","0","0.0","1371","0.26441319629683285","14.81933629222363","2","29.000000000000142","42.176586214524214","13.176586214524072"
"15","0","SUCCESS","5","32768","1000.0","0","0.0","1691","0.3232321921871707","27.707548311990486","2","29.000000000000142","55.55072541237694","26.5507254123768"
