"CloudletID","Priority","Status","vmID","vmSize","vmMIPS","cloudletSize","waitingTimeSeconds","cloudletLength","cpuRequest","memoryRequest","cloudletCPUCores","StartTime","finishTime","exeTime"
"0","0","SUCCESS","4","32768","2000.0","0","0.0","2935","0.5765121850000374","16.33333103767013","2","42.00000000000033","48.42439057961973","6.424390579619406"
"1","0","SUCCESS","6","32768","4000.0","0","0.0","1464","0.286815176693279","5.390786408840084","2","42.00000000000033","82.57966178110725","40.57966178110692"
"2","0","SUCCESS","6","32768","4000.0","0","0.0","1698","0.3322869413179358","8.638791243553001","2","42.00000000000033","82.79966178110725","40.79966178110692"
"4","0","SUCCESS","6","32768","4000.0","0","0.0","2355","0.4599204224556265","17.971302906385223","2","42.00000000000033","82.68966178110725","40.68966178110692"
"5","0","SUCCESS","6","32768","4000.0","0","0.0","2057","0.3993185705460868","20.477513556204087","2","42.00000000000033","82.90966178110725","40.90966178110692"
"7","0","SUCCESS","6","32768","4000.0","0","0.0","1820","0.35054493480331417","23.929713034877306","2","42.00000000000033","83.12966178110725","41.12966178110692"
"8","0","SUCCESS","6","32768","4000.0","0","0.0","1481","0.28745980359549417","12.255929317309747","2","42.00000000000033","82.90966178110725","40.90966178110692"
"9","0","SUCCESS","6","32768","4000.0","0","0.0","1503","0.29364699107287706","7.526422135741408","2","42.00000000000033","82.79966178110725","40.79966178110692"
"10","0","SUCCESS","6","32768","4000.0","0","0.0","1891","0.3696872795896939","11.597597110962745","2","42.00000000000033","82.68966178110725","40.68966178110692"
"11","0","SUCCESS","6","32768","4000.0","0","0.0","1874","0.3646796756018097","15.454487546383918","2","42.00000000000033","82.79966178110725","40.79966178110692"
"13","0","SUCCESS","3","32768","2000.0","0","0.0","2994","0.5837791599570444","27.597829210435894","2","42.00000000000033","47.20570329719126","5.2057032971909365"
"14","0","SUCCESS","6","32768","4000.0","0","0.0","1172","0.2274474228787658","7.740747048584886","2","42.00000000000033","83.01966178110725","41.01966178110692"
"15","0","SUCCESS","5","32768","1000.0","0","0.0","2809","0.5498700010603046","20.113896826856998","2","42.00000000000033","52.288646356595514","10.288646356595187"
"16","0","SUCCESS","6","32768","4000.0","0","0.0","1978","0.38313869992346006","21.511142063746455","2","42.00000000000033","82.90966178110725","40.90966178110692"
"18","0","SUCCESS","6","32768","4000.0","0","0.0","1718","0.33240732518815064","18.31901524446486","2","42.00000000000033","83.01966178110725","41.01966178110692"
"19","0","SUCCESS","6","32768","4000.0","0","0.0","1800","0.3476392317081414","20.964474108061697","2","42.00000000000033","83.01966178110725","41.01966178110692"
"20","0","SUCCESS","3","32768","2000.0","0","0.0","2112","0.4133364767810433","12.732987676180747","2","42.00000000000033","47.20570329719126","5.2057032971909365"
"22","0","SUCCESS","6","32768","4000.0","0","0.0","1496","0.29184592174799506","8.642398224467955","2","42.00000000000033","82.79966178110725","40.79966178110692"
"23","0","SUCCESS","6","32768","4000.0","0","0.0","1520","0.2973884324188468","6.671512842507028","2","42.00000000000033","82.68966178110725","40.68966178110692"
"24","0","SUCCESS","6","32768","4000.0","0","0.0","2486","0.4881554103409165","12.613194623289463","2","42.00000000000033","82.57966178110725","40.57966178110692"
"26","0","SUCCESS","6","32768","4000.0","0","0.0","2410","0.47215004271891403","14.748696803779456","2","42.00000000000033","82.57966178110725","40.57966178110692"
"27","0","SUCCESS","6","32768","4000.0","0","0.0","1343","0.26206074182239014","6.670806730705859","2","42.00000000000033","83.01966178110725","41.01966178110692"
"29","0","SUCCESS","6","32768","4000.0","0","0.0","2075","0.4065420056629482","11.22666395288213","2","42.00000000000033","82.79966178110725","40.79966178110692"
"30","0","SUCCESS","5","32768","1000.0","0","0.0","2292","0.44782360003291855","16.561301174383605","2","42.00000000000033","52.39864635659551","10.398646356595187"
"32","0","SUCCESS","6","32768","4000.0","0","0.0","2685","0.5258896058032151","17.83511893528832","2","42.00000000000033","82.57966178110725","40.57966178110692"
"33","0","SUCCESS","6","32768","4000.0","0","0.0","1637","0.31484843482135255","21.417796235657732","2","42.00000000000033","83.12966178110725","41.12966178110692"
"35","0","SUCCESS","1","32768","1000.0","0","0.0","2835","0.5563577373778517","17.047681005539882","2","42.00000000000033","54.84693591812411","12.846935918123783"
"36","0","SUCCESS","6","32768","4000.0","0","0.0","1689","0.32505770768648723","22.131074947684894","2","42.00000000000033","83.01966178110725","41.01966178110692"
"37","0","SUCCESS","6","32768","4000.0","0","0.0","2045","0.4009224032015797","10.605465551038916","2","42.00000000000033","82.68966178110725","40.68966178110692"
"38","0","SUCCESS","6","32768","4000.0","0","0.0","1256","0.239986034774799","18.116531238728687","2","42.00000000000033","83.12966178110725","41.12966178110692"
"39","0","SUCCESS","6","32768","4000.0","0","0.0","1508","0.2915285064721517","15.243996695757016","2","42.00000000000033","83.01966178110725","41.01966178110692"
"41","0","SUCCESS","6","32768","4000.0","0","0.0","1560","0.30068966208271847","18.301047920346274","2","42.00000000000033","83.01966178110725","41.01966178110692"
"42","0","SUCCESS","6","32768","4000.0","0","0.0","2744","0.5354726282173057","23.800673694614414","2","42.00000000000033","82.68966178110725","40.68966178110692"
"43","0","SUCCESS","6","32768","4000.0","0","0.0","1553","0.3029465444461701","9.582180596225488","2","42.00000000000033","82.79966178110725","40.79966178110692"
"45","0","SUCCESS","6","32768","4000.0","0","0.0","2038","0.39475454113769665","22.59163867057448","2","42.00000000000033","83.01966178110725","41.01966178110692"
"46","0","SUCCESS","6","32768","4000.0","0","0.0","2468","0.48259456038529663","17.815989967969678","2","42.00000000000033","82.68966178110725","40.68966178110692"
