duration,cpuA,cpuB,A,B
6.709999999999972,0.2532524323530379,0.2446007449878317,1.0,1.0
6.819999999999972,0.2532524323530379,0.2446007449878317,1.0,1.0
7.9170000000009395,0.2416731589379031,0.2250863522863092,0.0,0.0
10.0070000000012,0.2416731589379031,0.2250863522863092,0.0,0.0
16.820000000001983,0.2416731589379031,0.2250863522863092,0.0,0.0
18.910000000002213,0.2416731589379031,0.2250863522863092,0.0,0.0
24.834250000002957,0.2416731589379031,0.2250863522863092,0.0,0.0
26.92425000000321,0.2416731589379031,0.2250863522863092,0.0,0.0
32.094250000003825,0.2416731589379031,0.2250863522863092,1.0,0.0
33.19425000000399,0.2416731589379031,0.2250863522863092,1.0,1.0
33.41425000000402,0.2416731589379031,0.2250863522863092,1.0,1.0
34.844250000004195,0.2416731589379031,0.2250863522863092,1.0,1.0
36.93425000000445,0.2416731589379031,0.2250863522863092,1.0,1.0
40.10975000000474,0.2416731589379031,0.2250863522863092,1.0,1.0
6.929999999999971,0.0630823573320545,0.2203952640742473,0.0,0.0
7.479999999999968,0.0630823573320545,0.2203952640742473,0.0,0.0
7.589999999999968,0.0630823573320545,0.2203952640742473,0.0,0.0
7.699999999999967,0.0630823573320545,0.2203952640742473,0.0,1.0
8.249999999999964,0.0630823573320545,0.2203952640742473,1.0,1.0
5.916999999999973,0.157617365310306,0.1789473831410445,0.0,0.0
8.996999999999957,0.157617365310306,0.1789473831410445,0.0,0.0
12.947999999999936,0.157617365310306,0.1789473831410445,0.0,0.0
16.027999999999935,0.157617365310306,0.1789473831410445,0.0,0.0
22.936499999999896,0.157617365310306,0.1789473831410445,0.0,0.0
25.0264999999999,0.157617365310306,0.1789473831410445,0.0,0.0
33.028999999999854,0.157617365310306,0.1789473831410445,0.0,0.0
35.11899999999983,0.157617365310306,0.1789473831410445,0.0,0.0
43.0374999999998,0.157617365310306,0.1789473831410445,0.0,0.0
46.11749999999978,0.157617365310306,0.1789473831410445,0.0,0.0
46.22449999999978,0.157617365310306,0.1789473831410445,1.0,0.0
47.97749999999978,0.157617365310306,0.1789473831410445,1.0,1.0
3.733533308735126,0.2391656644263678,0.223124237518279,0.0,0.0
6.650943352659716,0.2391656644263678,0.223124237518279,1.0,0.0
6.760943352659716,0.2391656644263678,0.223124237518279,1.0,1.0
7.090943352659714,0.2391656644263678,0.223124237518279,1.0,1.0
6.709999999999972,0.2446007449878317,0.2273845157532772,1.0,1.0
6.819999999999972,0.2446007449878317,0.2273845157532772,1.0,1.0
6.9155000000008044,0.2401140531044948,0.2555744826620511,0.0,0.0
9.005500000001007,0.2401140531044948,0.2555744826620511,0.0,0.0
15.934000000001843,0.2401140531044948,0.2555744826620511,0.0,0.0
18.024000000002104,0.2401140531044948,0.2555744826620511,0.0,0.0
21.874000000002557,0.2401140531044948,0.2555744826620511,0.0,0.0
23.96400000000287,0.2401140531044948,0.2555744826620511,0.0,0.0
29.88950000000349,0.2401140531044948,0.2555744826620511,0.0,0.0
31.979500000003757,0.2401140531044948,0.2555744826620511,0.0,0.0
36.92025000000436,0.2401140531044948,0.2555744826620511,0.0,0.0
39.01025000000462,0.2401140531044948,0.2555744826620511,0.0,0.0
46.914500000005575,0.2401140531044948,0.2555744826620511,0.0,0.0
49.99450000000596,0.2401140531044948,0.2555744826620511,0.0,0.0
57.01525000000677,0.2401140531044948,0.2555744826620511,0.0,0.0
59.10525000000703,0.2401140531044948,0.2555744826620511,0.0,0.0
67.02525000000807,0.2401140531044948,0.2555744826620511,0.0,0.0
69.11525000000827,0.2401140531044948,0.2555744826620511,0.0,0.0
77.02575000000925,0.2401140531044948,0.2555744826620511,0.0,0.0
79.11575000000951,0.2401140531044948,0.2555744826620511,0.0,0.0
87.0357500000105,0.2401140531044948,0.2555744826620511,0.0,0.0
89.12575000001075,0.2401140531044948,0.2555744826620511,0.0,0.0
94.2957500000114,0.2401140531044948,0.2555744826620511,0.0,0.0
97.04575000001174,0.2401140531044948,0.2555744826620511,0.0,0.0
97.15575000001176,0.2401140531044948,0.2555744826620511,0.0,0.0
99.135750000012,0.2401140531044948,0.2555744826620511,0.0,0.0
101.00575000001224,0.2401140531044948,0.2555744826620511,0.0,0.0
101.11575000001224,0.2401140531044948,0.2555744826620511,0.0,0.0
101.5557500000123,0.2401140531044948,0.2555744826620511,0.0,0.0
104.8557500000127,0.2401140531044948,0.2555744826620511,0.0,0.0
105.29575000001276,0.2401140531044948,0.2555744826620511,1.0,0.0
107.05575000001298,0.2401140531044948,0.2555744826620511,1.0,0.0
108.92575000001328,0.2401140531044948,0.2555744826620511,1.0,0.0
