"num_cloudlets","solve_time"
"31","4.021910397"
"19","4.006340255"
"47","4.005843381"
"26","4.000563056"
"26","4.000536755"
"24","4.000499149"
"25","4.000541577"
"20","4.004566065"
"21","4.000396025"
"32","4.000966391"
"23","4.000708224"
"25","4.000536168"
"14","4.000302186"
"31","4.000637199"
"26","4.000442114"
"21","4.000409242"
"13","4.000438092"
"25","4.000372918"
"26","4.000354753"
"18","4.000344677"
"21","4.000268842"
"24","4.000368538"
"23","4.000354284"
"29","4.000497244"
"21","4.000337315"
"18","4.000362667"
"19","4.000503227"
"24","4.000394753"
"22","4.00026913"
"23","4.000303216"
"35","4.000288896"
"19","4.000408087"
"28","4.000249305"
"33","4.000279501"
"23","4.000205581"
"25","4.000301441"
"28","4.00037156"
"26","4.000225253"
"29","4.00030534"
"14","4.000277944"
"30","4.000418016"
"31","4.000347789"
"21","4.000250089"
"27","4.000330635"
"30","4.000245062"
"22","4.000274711"
"19","4.000233067"
"22","4.000294202"
"21","4.000339407"
"19","4.00025005"
"19","4.000267296"
"20","4.000303706"
"28","4.000285175"
"26","4.000221084"
"17","4.00028032"
"22","4.000264809"
"17","4.000457787"
"26","4.000304286"
"26","4.000337603"
"17","4.000321573"
"26","4.001673335"
"21","4.000325899"
"21","4.000368813"
"22","4.000284121"
"34","4.000208259"
"28","4.000401631"
"30","4.000260232"
"22","4.000333388"
"21","4.00038165"
"27","4.000247133"
"23","4.000383751"
"24","4.000295033"
"24","4.000440643"
"26","4.000225543"
"29","4.000226792"
"14","4.000181423"
"28","4.000435657"
"27","4.000319399"
"17","4.000209159"
"22","4.000223836"
"17","4.000258569"
"24","4.000233105"
"23","4.000241554"
"25","4.000215055"
"26","4.000225818"
"21","4.000722375"
"19","4.000288664"
"20","4.000267381"
"24","4.000285097"
"15","4.000330108"
"29","4.000318659"
"25","4.00030385"
"27","4.000279484"
"26","4.000304987"
"27","4.000314422"
"30","4.000403682"
"21","4.000484619"
"30","4.000274895"
"22","4.000252604"
"26","4.000278235"
"21","4.000332431"
"22","4.000267968"
"21","4.00026752"
"27","4.000310153"
"25","4.000382914"
"31","4.001123958"
"29","4.000455773"
"25","4.000292392"
